sku_name,op_name,provider,arg_type,world_size,dtype,batch_size,dim_size,latency(us),algo_size(B),bus_size(B),algo_bw(GB/s),bus_bw(GB/s),kernels,algo_bw_sum(GB/s),bus_bw_sum(GB/s),latency_list(us),algo_bw_list(GB/s),bus_bw_list(GB/s)
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,1048576,1024,75238.589,2147483648,2147483648,28.543,28.543,[],57.085,57.085,"[75235.43, 75241.748]","[28.544, 28.541]","[28.544, 28.541]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,bfloat16,2097152,1024,150438.813,4294967296,4294967296,28.55,28.55,[],57.1,57.1,"[150412.196, 150465.43]","[28.555, 28.545]","[28.555, 28.545]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,1,1024,15.295,1024,1024,0.067,0.067,[],0.134,0.134,"[16.053, 14.537]","[0.064, 0.07]","[0.064, 0.07]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,2,1024,15.364,2048,2048,0.134,0.134,[],0.267,0.267,"[14.627, 16.1]","[0.14, 0.127]","[0.14, 0.127]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,4,1024,14.914,4096,4096,0.275,0.275,[],0.549,0.549,"[15.111, 14.717]","[0.271, 0.278]","[0.271, 0.278]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,8,1024,15.93,8192,8192,0.516,0.516,[],1.031,1.031,"[15.087, 16.773]","[0.543, 0.488]","[0.543, 0.488]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,16,1024,16.276,16384,16384,1.007,1.007,[],2.014,2.014,"[16.425, 16.128]","[0.998, 1.016]","[0.998, 1.016]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,32,1024,16.594,32768,32768,1.975,1.975,[],3.95,3.95,"[16.357, 16.831]","[2.003, 1.947]","[2.003, 1.947]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,64,1024,17.697,65536,65536,3.704,3.704,[],7.408,7.408,"[17.907, 17.486]","[3.66, 3.748]","[3.66, 3.748]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,128,1024,20.05,131072,131072,6.537,6.537,[],13.075,13.075,"[19.944, 20.157]","[6.572, 6.503]","[6.572, 6.503]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,256,1024,25.377,262144,262144,10.334,10.334,[],20.668,20.668,"[25.836, 24.917]","[10.147, 10.521]","[10.147, 10.521]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,512,1024,41.309,524288,524288,12.694,12.694,[],25.388,25.388,"[40.726, 41.892]","[12.873, 12.515]","[12.873, 12.515]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,1024,1024,76.966,1048576,1048576,13.627,13.627,[],27.253,27.253,"[75.946, 77.986]","[13.807, 13.446]","[13.807, 13.446]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,2048,1024,89.191,2097152,2097152,23.515,23.515,[],47.031,47.031,"[88.289, 90.092]","[23.753, 23.278]","[23.753, 23.278]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,4096,1024,163.242,4194304,4194304,25.694,25.694,[],51.388,51.388,"[162.895, 163.588]","[25.749, 25.639]","[25.749, 25.639]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,8192,1024,310.044,8388608,8388608,27.056,27.056,[],54.113,54.113,"[309.502, 310.586]","[27.104, 27.009]","[27.104, 27.009]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,16384,1024,602.867,16777216,16777216,27.829,27.829,[],55.658,55.658,"[603.086, 602.647]","[27.819, 27.839]","[27.819, 27.839]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,32768,1024,1189.457,33554432,33554432,28.21,28.21,[],56.42,56.42,"[1189.363, 1189.55]","[28.212, 28.208]","[28.212, 28.208]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,65536,1024,2366.035,67108864,67108864,28.364,28.364,[],56.727,56.727,"[2365.061, 2367.009]","[28.375, 28.352]","[28.375, 28.352]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,131072,1024,4717.915,134217728,134217728,28.448,28.448,[],56.897,56.897,"[4718.166, 4717.664]","[28.447, 28.45]","[28.447, 28.45]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,262144,1024,9416.281,268435456,268435456,28.508,28.508,[],57.016,57.016,"[9416.609, 9415.952]","[28.507, 28.509]","[28.507, 28.509]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,524288,1024,18859.742,536870912,536870912,28.466,28.466,[],56.933,56.933,"[18859.946, 18859.538]","[28.466, 28.467]","[28.466, 28.467]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,1048576,1024,37651.929,1073741824,1073741824,28.517,28.517,[],57.035,57.035,"[37653.681, 37650.177]","[28.516, 28.519]","[28.516, 28.519]"
Intel(R) Graphics [0xe211],device2host,torch,default,2,int8,2097152,1024,75233.75,2147483648,2147483648,28.544,28.544,[],57.088,57.088,"[75232.9, 75234.599]","[28.544, 28.544]","[28.544, 28.544]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,1,1024,16.092,4096,4096,0.255,0.255,[],1.021,1.021,"[16.4, 14.637, 16.974, 16.357]","[0.25, 0.28, 0.241, 0.25]","[0.25, 0.28, 0.241, 0.25]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,2,1024,15.387,8192,8192,0.534,0.534,[],2.135,2.135,"[14.358, 14.942, 16.161, 16.089]","[0.571, 0.548, 0.507, 0.509]","[0.571, 0.548, 0.507, 0.509]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,4,1024,16.7,16384,16384,0.983,0.983,[],3.931,3.931,"[15.762, 16.316, 17.671, 17.049]","[1.039, 1.004, 0.927, 0.961]","[1.039, 1.004, 0.927, 0.961]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,8,1024,17.195,32768,32768,1.909,1.909,[],7.634,7.634,"[16.845, 16.274, 17.778, 17.883]","[1.945, 2.014, 1.843, 1.832]","[1.945, 2.014, 1.843, 1.832]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,16,1024,18.466,65536,65536,3.553,3.553,[],14.212,14.212,"[18.355, 17.56, 18.569, 19.381]","[3.57, 3.732, 3.529, 3.381]","[3.57, 3.732, 3.529, 3.381]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,32,1024,21.765,131072,131072,6.022,6.022,[],24.09,24.09,"[21.667, 21.495, 21.962, 21.936]","[6.049, 6.098, 5.968, 5.975]","[6.049, 6.098, 5.968, 5.975]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,64,1024,31.63,262144,262144,8.325,8.325,[],33.301,33.301,"[29.323, 29.764, 34.1, 33.331]","[8.94, 8.808, 7.688, 7.865]","[8.94, 8.808, 7.688, 7.865]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,128,1024,39.29,524288,524288,13.459,13.459,[],53.835,53.835,"[42.02, 42.752, 38.561, 33.828]","[12.477, 12.264, 13.596, 15.498]","[12.477, 12.264, 13.596, 15.498]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,256,1024,64.912,1048576,1048576,16.166,16.166,[],64.665,64.665,"[67.601, 65.442, 63.856, 62.751]","[15.511, 16.023, 16.421, 16.71]","[15.511, 16.023, 16.421, 16.71]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,512,1024,105.589,2097152,2097152,20.154,20.154,[],80.614,80.614,"[117.725, 118.759, 94.348, 91.525]","[17.814, 17.659, 22.228, 22.913]","[17.814, 17.659, 22.228, 22.913]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,1024,1024,164.121,4194304,4194304,25.558,25.558,[],102.231,102.231,"[161.754, 164.37, 165.09, 165.271]","[25.93, 25.517, 25.406, 25.378]","[25.93, 25.517, 25.406, 25.378]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,2048,1024,310.92,8388608,8388608,26.98,26.98,[],107.922,107.922,"[308.7, 312.212, 311.084, 311.685]","[27.174, 26.868, 26.966, 26.914]","[27.174, 26.868, 26.966, 26.914]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,4096,1024,602.802,16777216,16777216,27.832,27.832,[],111.328,111.328,"[602.311, 602.753, 603.475, 602.668]","[27.855, 27.834, 27.801, 27.838]","[27.855, 27.834, 27.801, 27.838]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,8192,1024,1190.217,33554432,33554432,28.192,28.192,[],112.767,112.767,"[1189.324, 1190.345, 1190.198, 1191.0]","[28.213, 28.189, 28.192, 28.173]","[28.213, 28.189, 28.192, 28.173]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,16384,1024,2365.697,67108864,67108864,28.367,28.367,[],113.47,113.47,"[2366.404, 2364.369, 2367.429, 2364.585]","[28.359, 28.383, 28.347, 28.381]","[28.359, 28.383, 28.347, 28.381]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,32768,1024,4718.453,134217728,134217728,28.445,28.445,[],113.781,113.781,"[4718.497, 4718.532, 4717.798, 4718.987]","[28.445, 28.445, 28.449, 28.442]","[28.445, 28.445, 28.449, 28.442]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,65536,1024,9421.574,268435456,268435456,28.492,28.492,[],113.966,113.966,"[9414.579, 9439.958, 9415.009, 9416.751]","[28.513, 28.436, 28.511, 28.506]","[28.513, 28.436, 28.511, 28.506]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,131072,1024,18864.377,536870912,536870912,28.459,28.459,[],113.838,113.838,"[18867.422, 18859.731, 18869.831, 18860.524]","[28.455, 28.467, 28.451, 28.465]","[28.455, 28.467, 28.451, 28.465]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,262144,1024,37656.682,1073741824,1073741824,28.514,28.514,[],114.056,114.056,"[37659.809, 37649.989, 37658.902, 37658.028]","[28.512, 28.519, 28.512, 28.513]","[28.512, 28.519, 28.512, 28.513]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,524288,1024,75245.519,2147483648,2147483648,28.54,28.54,[],114.159,114.159,"[75233.224, 75240.505, 75236.212, 75272.133]","[28.544, 28.542, 28.543, 28.53]","[28.544, 28.542, 28.543, 28.53]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,1048576,1024,150419.699,4294967296,4294967296,28.553,28.553,[],114.213,114.213,"[150417.217, 150433.501, 150413.372, 150414.705]","[28.554, 28.551, 28.554, 28.554]","[28.554, 28.551, 28.554, 28.554]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float32,2097152,1024,300738.385,8589934592,8589934592,28.562,28.562,[],114.25,114.25,"[300734.043, 300732.364, 300731.698, 300755.436]","[28.563, 28.563, 28.563, 28.561]","[28.563, 28.563, 28.563, 28.561]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,1,1024,14.518,2048,2048,0.141,0.141,[],0.564,0.564,"[14.479, 14.318, 14.552, 14.722]","[0.141, 0.143, 0.141, 0.139]","[0.141, 0.143, 0.141, 0.139]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,2,1024,15.466,4096,4096,0.265,0.265,[],1.061,1.061,"[14.904, 15.808, 15.843, 15.307]","[0.275, 0.259, 0.259, 0.268]","[0.275, 0.259, 0.259, 0.268]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,4,1024,15.837,8192,8192,0.518,0.518,[],2.07,2.07,"[15.365, 16.077, 16.278, 15.628]","[0.533, 0.51, 0.503, 0.524]","[0.533, 0.51, 0.503, 0.524]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,8,1024,16.305,16384,16384,1.005,1.005,[],4.019,4.019,"[16.208, 16.45, 16.413, 16.15]","[1.011, 0.996, 0.998, 1.014]","[1.011, 0.996, 0.998, 1.014]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,16,1024,16.885,32768,32768,1.942,1.942,[],7.767,7.767,"[16.256, 16.767, 17.3, 17.218]","[2.016, 1.954, 1.894, 1.903]","[2.016, 1.954, 1.894, 1.903]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,32,1024,18.343,65536,65536,3.578,3.578,[],14.313,14.313,"[17.316, 18.117, 19.109, 18.828]","[3.785, 3.617, 3.43, 3.481]","[3.785, 3.617, 3.43, 3.481]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,64,1024,20.442,131072,131072,6.418,6.418,[],25.67,25.67,"[19.57, 20.357, 21.284, 20.559]","[6.698, 6.439, 6.158, 6.375]","[6.698, 6.439, 6.158, 6.375]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,128,1024,29.143,262144,262144,9.175,9.175,[],36.698,36.698,"[24.502, 25.703, 32.995, 33.373]","[10.699, 10.199, 7.945, 7.855]","[10.699, 10.199, 7.945, 7.855]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,256,1024,41.388,524288,524288,12.67,12.67,[],50.68,50.68,"[42.293, 41.35, 40.676, 41.234]","[12.397, 12.679, 12.889, 12.715]","[12.397, 12.679, 12.889, 12.715]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,512,1024,52.062,1048576,1048576,20.143,20.143,[],80.572,80.572,"[52.974, 51.67, 51.589, 52.015]","[19.794, 20.294, 20.325, 20.159]","[19.794, 20.294, 20.325, 20.159]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,1024,1024,88.696,2097152,2097152,23.645,23.645,[],94.58,94.58,"[87.973, 88.592, 89.056, 89.164]","[23.839, 23.672, 23.549, 23.52]","[23.839, 23.672, 23.549, 23.52]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,2048,1024,163.969,4194304,4194304,25.58,25.58,[],102.321,102.321,"[163.144, 165.053, 163.827, 163.853]","[25.709, 25.412, 25.602, 25.598]","[25.709, 25.412, 25.602, 25.598]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,4096,1024,311.432,8388608,8388608,26.936,26.936,[],107.746,107.746,"[308.615, 311.037, 314.166, 311.909]","[27.181, 26.97, 26.701, 26.894]","[27.181, 26.97, 26.701, 26.894]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,8192,1024,603.146,16777216,16777216,27.816,27.816,[],111.265,111.265,"[602.184, 603.255, 604.24, 602.906]","[27.861, 27.811, 27.766, 27.827]","[27.861, 27.811, 27.766, 27.827]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,16384,1024,1190.151,33554432,33554432,28.194,28.194,[],112.774,112.774,"[1190.012, 1189.952, 1190.204, 1190.435]","[28.197, 28.198, 28.192, 28.187]","[28.197, 28.198, 28.192, 28.187]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,32768,1024,2365.646,67108864,67108864,28.368,28.368,[],113.473,113.473,"[2363.986, 2365.172, 2365.44, 2367.986]","[28.388, 28.374, 28.371, 28.34]","[28.388, 28.374, 28.371, 28.34]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,65536,1024,4718.075,134217728,134217728,28.448,28.448,[],113.791,113.791,"[4717.492, 4717.911, 4718.674, 4718.222]","[28.451, 28.449, 28.444, 28.447]","[28.451, 28.449, 28.444, 28.447]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,131072,1024,9416.68,268435456,268435456,28.506,28.506,[],114.025,114.025,"[9417.034, 9416.395, 9416.882, 9416.407]","[28.505, 28.507, 28.506, 28.507]","[28.505, 28.507, 28.506, 28.507]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,262144,1024,18859.397,536870912,536870912,28.467,28.467,[],113.868,113.868,"[18858.64, 18858.757, 18859.215, 18860.978]","[28.468, 28.468, 28.467, 28.465]","[28.468, 28.468, 28.467, 28.465]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,524288,1024,37654.873,1073741824,1073741824,28.515,28.515,[],114.062,114.062,"[37651.728, 37651.851, 37664.958, 37650.955]","[28.518, 28.518, 28.508, 28.518]","[28.518, 28.518, 28.508, 28.518]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,1048576,1024,75235.792,2147483648,2147483648,28.543,28.543,[],114.173,114.173,"[75230.846, 75237.05, 75234.293, 75240.977]","[28.545, 28.543, 28.544, 28.541]","[28.545, 28.543, 28.544, 28.541]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,float16,2097152,1024,150433.337,4294967296,4294967296,28.551,28.551,[],114.203,114.203,"[150402.296, 150410.252, 150409.072, 150511.728]","[28.557, 28.555, 28.555, 28.536]","[28.557, 28.555, 28.555, 28.536]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,1,1024,14.627,2048,2048,0.14,0.14,[],0.56,0.56,"[14.236, 14.58, 14.814, 14.876]","[0.144, 0.14, 0.138, 0.138]","[0.144, 0.14, 0.138, 0.138]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,2,1024,14.647,4096,4096,0.28,0.28,[],1.119,1.119,"[15.119, 14.116, 14.834, 14.518]","[0.271, 0.29, 0.276, 0.282]","[0.271, 0.29, 0.276, 0.282]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,4,1024,14.916,8192,8192,0.549,0.549,[],2.197,2.197,"[15.052, 14.827, 14.676, 15.11]","[0.544, 0.553, 0.558, 0.542]","[0.544, 0.553, 0.558, 0.542]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,8,1024,15.887,16384,16384,1.034,1.034,[],4.134,4.134,"[15.585, 14.827, 16.787, 16.351]","[1.051, 1.105, 0.976, 1.002]","[1.051, 1.105, 0.976, 1.002]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,16,1024,16.49,32768,32768,1.987,1.987,[],7.949,7.949,"[16.249, 16.58, 16.706, 16.427]","[2.017, 1.976, 1.961, 1.995]","[2.017, 1.976, 1.961, 1.995]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,32,1024,17.436,65536,65536,3.76,3.76,[],15.038,15.038,"[17.119, 17.212, 17.789, 17.624]","[3.828, 3.807, 3.684, 3.719]","[3.828, 3.807, 3.684, 3.719]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,64,1024,20.038,131072,131072,6.546,6.546,[],26.183,26.183,"[20.862, 19.393, 19.844, 20.054]","[6.283, 6.759, 6.605, 6.536]","[6.283, 6.759, 6.605, 6.536]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,128,1024,32.111,262144,262144,8.167,8.167,[],32.668,32.668,"[31.882, 33.098, 31.323, 32.139]","[8.222, 7.92, 8.369, 8.157]","[8.222, 7.92, 8.369, 8.157]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,256,1024,43.451,524288,524288,12.611,12.611,[],50.444,50.444,"[33.054, 36.017, 52.073, 52.658]","[15.862, 14.557, 10.068, 9.957]","[15.862, 14.557, 10.068, 9.957]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,512,1024,68.213,1048576,1048576,15.38,15.38,[],61.518,61.518,"[70.091, 69.226, 66.387, 67.147]","[14.96, 15.147, 15.795, 15.616]","[14.96, 15.147, 15.795, 15.616]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,1024,1024,106.397,2097152,2097152,19.725,19.725,[],78.9,78.9,"[108.547, 109.901, 103.366, 103.772]","[19.32, 19.082, 20.289, 20.209]","[19.32, 19.082, 20.289, 20.209]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,2048,1024,163.317,4194304,4194304,25.683,25.683,[],102.733,102.733,"[161.454, 164.188, 164.009, 163.616]","[25.978, 25.546, 25.574, 25.635]","[25.978, 25.546, 25.574, 25.635]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,4096,1024,310.219,8388608,8388608,27.042,27.042,[],108.168,108.168,"[308.353, 312.731, 308.526, 311.268]","[27.205, 26.824, 27.189, 26.95]","[27.205, 26.824, 27.189, 26.95]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,8192,1024,603.665,16777216,16777216,27.793,27.793,[],111.17,111.17,"[602.347, 602.786, 605.113, 604.414]","[27.853, 27.833, 27.726, 27.758]","[27.853, 27.833, 27.726, 27.758]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,16384,1024,1190.004,33554432,33554432,28.197,28.197,[],112.788,112.788,"[1189.957, 1189.887, 1190.52, 1189.653]","[28.198, 28.2, 28.185, 28.205]","[28.198, 28.2, 28.185, 28.205]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,32768,1024,2367.038,67108864,67108864,28.351,28.351,[],113.405,113.405,"[2365.639, 2367.409, 2367.401, 2367.702]","[28.368, 28.347, 28.347, 28.343]","[28.368, 28.347, 28.347, 28.343]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,65536,1024,4716.666,134217728,134217728,28.456,28.456,[],113.824,113.824,"[4718.162, 4717.838, 4712.794, 4717.87]","[28.447, 28.449, 28.479, 28.449]","[28.447, 28.449, 28.479, 28.449]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,131072,1024,9417.587,268435456,268435456,28.504,28.504,[],114.015,114.015,"[9419.108, 9418.922, 9416.771, 9415.545]","[28.499, 28.5, 28.506, 28.51]","[28.499, 28.5, 28.506, 28.51]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,262144,1024,18865.913,536870912,536870912,28.457,28.457,[],113.829,113.829,"[18867.019, 18874.687, 18862.597, 18859.348]","[28.456, 28.444, 28.462, 28.467]","[28.456, 28.444, 28.462, 28.467]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,524288,1024,37654.175,1073741824,1073741824,28.516,28.516,[],114.064,114.064,"[37651.447, 37649.072, 37651.576, 37664.607]","[28.518, 28.52, 28.518, 28.508]","[28.518, 28.52, 28.518, 28.508]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,1048576,1024,75243.359,2147483648,2147483648,28.541,28.541,[],114.162,114.162,"[75233.277, 75264.388, 75233.415, 75242.355]","[28.544, 28.533, 28.544, 28.541]","[28.544, 28.533, 28.544, 28.541]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,bfloat16,2097152,1024,150402.432,4294967296,4294967296,28.556,28.556,[],114.226,114.226,"[150397.972, 150395.911, 150401.186, 150414.659]","[28.557, 28.558, 28.557, 28.554]","[28.557, 28.558, 28.557, 28.554]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,1,1024,14.416,1024,1024,0.071,0.071,[],0.285,0.285,"[14.657, 14.422, 14.523, 14.063]","[0.07, 0.071, 0.071, 0.073]","[0.07, 0.071, 0.071, 0.073]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,2,1024,14.558,2048,2048,0.141,0.141,[],0.564,0.564,"[14.447, 14.225, 14.991, 14.568]","[0.142, 0.144, 0.137, 0.141]","[0.142, 0.144, 0.137, 0.141]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,4,1024,15.354,4096,4096,0.267,0.267,[],1.068,1.068,"[15.798, 15.837, 15.117, 14.662]","[0.259, 0.259, 0.271, 0.279]","[0.259, 0.259, 0.271, 0.279]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,8,1024,16.676,8192,8192,0.493,0.493,[],1.972,1.972,"[15.872, 15.486, 17.884, 17.462]","[0.516, 0.529, 0.458, 0.469]","[0.516, 0.529, 0.458, 0.469]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,16,1024,16.091,16384,16384,1.019,1.019,[],4.078,4.078,"[16.932, 16.022, 15.851, 15.559]","[0.968, 1.023, 1.034, 1.053]","[0.968, 1.023, 1.034, 1.053]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,32,1024,17.096,32768,32768,1.917,1.917,[],7.67,7.67,"[17.074, 16.655, 17.241, 17.412]","[1.919, 1.968, 1.901, 1.882]","[1.919, 1.968, 1.901, 1.882]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,64,1024,17.959,65536,65536,3.654,3.654,[],14.616,14.616,"[16.965, 18.587, 17.825, 18.461]","[3.863, 3.526, 3.677, 3.55]","[3.863, 3.526, 3.677, 3.55]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,128,1024,21.246,131072,131072,6.194,6.194,[],24.776,24.776,"[19.699, 20.13, 22.587, 22.568]","[6.654, 6.511, 5.803, 5.808]","[6.654, 6.511, 5.803, 5.808]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,256,1024,25.194,262144,262144,10.406,10.406,[],41.623,41.623,"[25.432, 25.346, 24.855, 25.142]","[10.307, 10.343, 10.547, 10.426]","[10.307, 10.343, 10.547, 10.426]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,512,1024,39.926,524288,524288,13.434,13.434,[],53.735,53.735,"[33.184, 34.849, 46.992, 44.68]","[15.799, 15.045, 11.157, 11.734]","[15.799, 15.045, 11.157, 11.734]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,1024,1024,66.663,1048576,1048576,15.746,15.746,[],62.985,62.985,"[70.05, 67.016, 64.314, 65.272]","[14.969, 15.647, 16.304, 16.065]","[14.969, 15.647, 16.304, 16.065]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,2048,1024,94.637,2097152,2097152,22.185,22.185,[],88.739,88.739,"[98.129, 97.444, 91.462, 91.512]","[21.371, 21.522, 22.929, 22.917]","[21.371, 21.522, 22.929, 22.917]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,4096,1024,163.266,4194304,4194304,25.691,25.691,[],102.764,102.764,"[161.373, 163.897, 163.962, 163.833]","[25.991, 25.591, 25.581, 25.601]","[25.991, 25.591, 25.581, 25.601]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,8192,1024,316.69,8388608,8388608,26.505,26.505,[],106.021,106.021,"[308.352, 319.461, 310.534, 328.411]","[27.205, 26.259, 27.014, 25.543]","[27.205, 26.259, 27.014, 25.543]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,16384,1024,608.458,16777216,16777216,27.576,27.576,[],110.305,110.305,"[602.219, 610.721, 603.049, 617.844]","[27.859, 27.471, 27.821, 27.154]","[27.859, 27.471, 27.821, 27.154]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,32768,1024,1189.61,33554432,33554432,28.206,28.206,[],112.825,112.825,"[1189.368, 1189.479, 1189.761, 1189.831]","[28.212, 28.209, 28.203, 28.201]","[28.212, 28.209, 28.203, 28.201]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,65536,1024,2369.971,67108864,67108864,28.317,28.317,[],113.266,113.266,"[2363.954, 2381.125, 2367.605, 2367.199]","[28.388, 28.184, 28.345, 28.349]","[28.388, 28.184, 28.345, 28.349]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,131072,1024,4717.302,134217728,134217728,28.453,28.453,[],113.81,113.81,"[4715.758, 4718.014, 4717.893, 4717.542]","[28.462, 28.448, 28.449, 28.451]","[28.462, 28.448, 28.449, 28.451]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,262144,1024,9416.291,268435456,268435456,28.507,28.507,[],114.029,114.029,"[9416.71, 9416.359, 9416.369, 9415.727]","[28.506, 28.507, 28.507, 28.509]","[28.506, 28.507, 28.507, 28.509]"
Intel(R) Graphics [0xe211],device2host,torch,default,4,int8,524288,1024,18860.487,536870912,536870912,28.465,28.465,[],113.861,113.861,"[18859.195, 18861.071, 18862.003, 18859.678]","[28.467, 28.464, 28.463, 28.467]","[28.467, 28.464, 28.463, 28.467]"
